id,name,age,grade,gender
2282,Andre Lewis,14,9,Male
2283,Joshua Dennis,17,12,Male
2284,Kristin Shaffer,17,12,Female
2285,Mary Scott,17,12,Female
2286,Bobby Tucker,17,11,Male
2287,Melissa Freeman MD,17,11,Female
2288,David Smith,17,12,Male
2289,Todd Stanton,16,10,Male
2290,Eric Watson,14,9,Male
2291,Gary Bryant,16,11,Male
2292,Dr. Jacqueline Garrett,15,10,Female
2293,Bryce Miller,16,10,Male
2294,Tracy Wong,14,9,Female
2295,Marcus Macias,15,10,Male
2296,Robert Lewis,15,9,Male
2297,Valerie Wheeler,17,11,Female
2298,Diamond Cook,17,12,Female
2299,Kevin Ramirez,15,9,Male
2300,Rachael Humphrey,14,9,Female
2301,Aimee Sanchez,17,12,Female
2302,Timothy Mccall,16,10,Male
2303,Jeffery Wells,15,9,Male
2304,Brandon Espinoza MD,14,9,Male
2305,Katherine Mitchell,18,12,Female
2306,Kristine Price,17,11,Female
2307,Victor Johnson IV,16,10,Male
2308,Diana Neal,17,12,Female
2309,Ernest Thomas,15,10,Male
2310,Rachel Smith,15,9,Female
2311,Jessica Rodriguez,15,10,Female
2312,Kimberly Conner,15,9,Female
2313,Michael Moody,16,11,Male
2314,Deanna Castillo,16,11,Female
2315,Nicole Sharp,17,12,Female
2316,Todd Campbell,15,10,Male
2317,Sarah Johnson,17,12,Female
2318,Jamie Brock,17,12,Female
2319,Nicole Stone,17,12,Female
2320,Sonya Brown,15,10,Female
2321,Steven Duran Jr.,16,11,Male
2322,Jacob May,14,9,Male
2323,Mr. Craig Wiley,14,9,Male
2324,Kimberly Leach MD,18,12,Female
2325,John Barnes,16,10,Male
2326,Paul Austin,15,9,Male
2327,Eric Jones,15,10,Male
2328,Diane Garcia,17,12,Female
2329,Arthur Lopez,17,12,Male
2330,Robert Brown,15,9,Male
2331,Michael Brown,14,9,Male
2332,John Lynch,17,12,Male
2333,Earl Sanchez,17,11,Male
2334,Bridget Reyes,18,12,Female
2335,Christina Parks,15,10,Female
2336,Elaine Leonard,15,9,Female
2337,Monica White,16,11,Female
2338,Logan Fisher,18,12,Male
2339,Roberto Kaiser,15,10,Male
2340,Aaron Garcia,18,12,Male
2341,Dr. Sarah Mccann DDS,17,11,Female
2342,Maria Robinson,18,12,Female
2343,Lori Gutierrez,14,9,Female
2344,Thomas Bridges,17,12,Male
2345,Lori Mosley,16,11,Female
2346,John Alexander,16,10,Male
2347,Cynthia Vasquez,16,10,Female
2348,Jon Santos,14,9,Male
2349,Justin Neal,15,9,Male
2350,Steven Robinson,15,9,Male
2351,Justin Johnson,16,11,Male
2352,Jessica Sherman,14,9,Female
2353,Laura Bailey,15,10,Female
2354,Sarah Fisher,14,9,Female
2355,Daisy Pratt,14,9,Female
2356,Joseph Thomas,17,11,Male
2357,Crystal Tapia,14,9,Female
2358,Rachel Austin,18,12,Female
2359,Justin Morris,15,10,Male
2360,Jamie Conway,15,9,Female
2361,Clayton Yang,16,11,Male
2362,Kayla Schmidt,15,10,Female
2363,Dawn Ramirez,16,10,Female
2364,Ronald Lowe,15,10,Male
2365,Sandra Williams,16,11,Female
2366,Grant Price,17,12,Male
2367,Corey Long,15,9,Male
2368,Cheryl Rosario,18,12,Female
2369,Ryan Henderson,17,11,Male
2370,Gina Roberts DDS,16,10,Female
2371,Jennifer Diaz,15,10,Female
2372,Richard George,16,11,Male
2373,Steven Norris,17,11,Male
2374,Jonathan Meyer,16,10,Male
2375,David Ramirez,14,9,Male
2376,William Burnett,17,11,Male
2377,Heather Barker,16,10,Female
2378,Dustin Lee,18,12,Male
2379,Stephen Jimenez,17,11,Male
2380,Darlene Smith,18,12,Female
2381,Melanie Higgins,17,12,Female
2382,Alan Anderson,16,10,Male
2383,Gerald Nolan,14,9,Male
2384,James Reid,15,9,Male
2385,Dr. John Manning,17,11,Male
2386,Andre Romero,15,9,Male
2387,Lori Davis,17,12,Female
2388,Jesus Barron,17,12,Male
2389,Logan Marshall,17,12,Male
2390,George Rose,15,9,Male
2391,Justin Gardner,15,10,Male
2392,Alan Sanders,18,12,Male
2393,William Rodgers,15,10,Male
2394,Sarah Pittman,16,10,Female
2395,Taylor Baker,18,12,Female
2396,Sarah Munoz,15,10,Female
2397,Bonnie Murray,16,11,Female
2398,Frederick Reed,14,9,Male
2399,Kenneth Green,15,9,Male
2400,Beth Weber,14,9,Female
2401,Thomas Herrera,16,10,Male
2402,Gina Mejia,14,9,Female
2403,Steven Williams,14,9,Male
2404,Jacob Lopez,15,9,Male
2405,Trevor Collins,15,9,Male
2406,Elizabeth Santos,15,9,Female
2407,Daniel Foster,17,11,Male
2408,Sandy Powers,16,11,Female
2409,Peter Ramos,17,11,Male
2410,Katie Bryant,16,10,Female
2411,Jennifer Harmon,16,10,Female
2412,Brian Martinez,16,10,Male
2413,Christopher Scott,16,10,Male
2414,Angela Cochran,14,9,Female
2415,Judy Morgan,16,11,Female
2416,Steven Bell,16,11,Male
2417,Renee Marshall,15,9,Female
2418,Joshua Mendoza,18,12,Male
2419,Johnathan Flores,17,11,Male
2420,Crystal Lloyd,14,9,Female
2421,Dale Campos,17,11,Male
2422,Jessica Holmes,14,9,Female
2423,April Cannon,17,12,Female
2424,Elizabeth Atkinson,16,10,Female
2425,James Taylor,16,10,Male
2426,Sherry Perez,15,10,Female
2427,Caitlyn Nguyen,16,11,Female
2428,Kendra Abbott,17,11,Female
2429,Thomas Mcclure,17,11,Male
2430,Cynthia Harmon,16,10,Female
2431,Jeffrey Gomez,18,12,Male
2432,Jeffrey Baker,15,10,Male
2433,David Giles,15,9,Male
2434,Mr. Kenneth Ballard,18,12,Male
2435,Megan Phillips,14,9,Female
2436,Eileen Charles,15,10,Female
2437,Elizabeth Galvan,16,10,Female
2438,Kyle Smith,15,10,Male
2439,Connie Johnson,16,10,Female
2440,Margaret Mclean,15,10,Female
2441,Jonathan Gonzalez,17,12,Male
2442,Patrick Maynard,17,12,Male
2443,Hannah Anderson,14,9,Female
2444,Paula Smith,16,10,Female
2445,Zachary White,15,9,Male
2446,Christopher Brown,17,12,Male
2447,Edward Davis,16,10,Male
2448,Linda Gutierrez,14,9,Female
2449,Shannon Gallagher,14,9,Male
2450,Whitney Dennis,17,11,Female
2451,Lori Briggs,16,10,Female
2452,Shane Hall,15,10,Male
2453,Katherine Turner,16,11,Female
2454,Jennifer Jordan,15,10,Female
2455,Rebecca Rodriguez,16,11,Female
2456,Roy Ellis,15,9,Male
2457,Amanda Heath,17,12,Female
2458,Amy Davis,16,10,Female
2459,Alicia Medina,17,11,Female
2460,Sara Strong,16,11,Female
2461,Linda Carter,17,12,Female
2462,Madison Rogers,15,10,Female
2463,Alec Kim,17,12,Male
2464,Tamara Chapman,18,12,Female
2465,Rachel Mills,16,10,Female
2466,Juan James,17,11,Male
2467,Jamie Welch,17,11,Female
2468,Bridget Lopez,17,12,Female
2469,Sue Gilmore,15,9,Female
2470,Lauren Prince,17,12,Female
2471,Kelly Mccarthy,18,12,Female
2472,Kevin Simmons,17,11,Male
2473,Ronald Delacruz,17,12,Male
2474,Diane Lee,16,11,Female
2475,Michael Clark,15,9,Male
2476,Amanda Harris,16,10,Female
2477,Robert Vazquez,17,11,Male
2478,Eric Smith,16,11,Male
2479,Barry Watkins,14,9,Male
2480,Mr. Richard Cantrell,15,9,Male
2481,Whitney Davis,14,9,Female
2482,Cynthia Lee,17,12,Female
2483,Randy Hester,16,10,Male
2484,Mary Garcia,16,11,Female
2485,Jennifer Gomez,16,10,Female
2486,Chelsea Evans,14,9,Female
2487,Caitlin Thomas,15,9,Female
2488,Michael James,17,11,Male
2489,Vicki Anderson,15,10,Female
2490,Joshua Washington,17,12,Male
2491,Jake Frank,17,11,Male
2492,Amy White,17,12,Female
2493,Amanda Valdez,15,10,Female
2494,Joseph Martin,14,9,Male
2495,Amanda Boyd,14,9,Female
2496,Katelyn Moreno,15,10,Female
2497,Ian Woods,16,11,Male
2498,Ryan White,17,12,Male
2499,Amy Miller,17,12,Female
2500,Matthew Graham,15,10,Male
2501,Heather Gonzalez,18,12,Female
2502,Jennifer Smith,15,10,Female
2503,Alfred Sanchez,17,12,Male
2504,Donna Anderson,15,10,Female
2505,Monica Moody,15,10,Female
2506,Alexandra Jackson,16,11,Female
2507,Derek Fisher,17,12,Male
2508,Mark Schultz,15,10,Male
2509,Andrea Mendez,14,9,Female
2510,William Ward,18,12,Male
2511,Kimberly Bell,17,11,Female
2512,David Cooper,17,11,Male
2513,Kelly West,14,9,Female
2514,Hailey Jennings,15,9,Female
2515,Patty Lara,16,10,Female
2516,Jesse Humphrey,17,12,Male
2517,Dr. Daniel Hale,15,10,Male
2518,Shannon Doyle,17,11,Female
2519,Eric Lee,15,9,Male
2520,Joseph Moore,18,12,Male
2521,Mia Rivera,15,10,Female
2522,Shawn Nicholson MD,17,11,Male
2523,Rachel Evans,15,9,Female
2524,Kayla Haney MD,14,9,Female
2525,Bryan Mack,17,11,Male
2526,Jeffrey Palmer,15,9,Male
2527,Maria Hamilton,14,9,Female
2528,Erin Brooks,17,12,Female
2529,John Lopez,18,12,Male
2530,Charles Martinez,16,11,Male
2531,Jose Smith,15,9,Male
2532,Natalie Santiago,16,10,Female
2533,Kyle Bennett,16,11,Male
2534,Jeremy Perez,17,12,Male
2535,Brittney Dunlap,16,10,Female
2536,Allen Bryan,16,10,Male
2537,Daniel Andrews,18,12,Male
2538,Joseph Smith,14,9,Male
2539,Katherine Jordan,18,12,Female
2540,Alan Krause,16,10,Male
2541,Teresa Suarez,16,11,Female
2542,David Arnold,15,10,Male
2543,Mrs. Cassandra Davis,15,10,Female
2544,Matthew Hall,17,12,Male
2545,Margaret Clark,15,9,Female
2546,Kathy Cohen,17,12,Female
2547,Madison Rodgers,14,9,Female
2548,Mary Stokes,15,9,Female
2549,Bradley Moss,16,10,Male
2550,Robert White,16,10,Male
2551,Christine Wood,17,12,Female
2552,Angela Lutz,15,9,Female
2553,John Hayden,16,11,Male
2554,Donald Taylor,15,9,Male
2555,Colleen Trevino,16,10,Female
2556,Nicole Carr,17,11,Female
2557,Hunter Ellis DDS,14,9,Male
2558,Dalton Gonzalez,16,11,Male
2559,Rebecca Richardson,17,11,Female
2560,Bridget Meyer,14,9,Female
2561,Mario Mullen,16,11,Male
2562,Eric Moreno,15,10,Male
2563,Joseph Mayer,15,9,Male
2564,Matthew Carey,16,11,Male
2565,Kenneth Hernandez,15,10,Male
2566,Kelly Mitchell,16,10,Female
2567,Ryan Johnson,16,11,Male
2568,Michael Cross,15,9,Male
2569,Angel Lozano,14,9,Male
2570,Nicholas Estes,18,12,Male
2571,Kevin Ramirez,16,10,Male
2572,Craig Ramirez MD,14,9,Male
2573,Matthew Bryan,16,11,Male
2574,Autumn Davis,14,9,Female
2575,Kevin Bauer,17,12,Male
2576,Joshua Ramirez,16,11,Male
2577,Melissa Fuller,16,11,Female
2578,Debra Brown,16,10,Female
2579,Brenda Harris,14,9,Female
2580,Duane Hill,16,10,Male
2581,Kelly Sullivan,16,11,Female
2582,Stephen Velasquez,14,9,Male
2583,Steven Gallagher,16,10,Male
2584,John Cruz,17,12,Male
2585,William Nguyen,16,11,Male
2586,Jennifer Edwards,14,9,Female
2587,Stephanie Mckinney,16,10,Female
2588,Erika Kelly,15,10,Female
2589,Brittany Taylor,16,11,Female
2590,William Harris,18,12,Male
2591,Jennifer Bell,16,11,Female
2592,Sara Campbell,18,12,Female
2593,Kevin Evans,16,11,Male
2594,Brenda Diaz,17,12,Female
2595,Katrina Wallace,15,9,Female
2596,Leslie Anthony,16,10,Female
2597,Frank Green,14,9,Male
2598,Paula Day,16,10,Female
2599,Stacy Richardson,17,11,Female
2600,Ian Miles,17,11,Male
2601,Jessica Turner,15,9,Female
2602,Maria Ramirez,15,9,Female
2603,Scott Clark,16,10,Male
2604,Bethany Bonilla,17,12,Female
2605,Gwendolyn Clark,17,12,Female
2606,Laura Morgan,18,12,Female
2607,Tiffany Bullock,17,11,Female
2608,Steven Collins,16,10,Male
2609,Derek Salinas,15,10,Male
2610,Kimberly Richardson,16,10,Female
2611,Dylan Ryan,15,10,Male
2612,Amy Hall,18,12,Female
2613,Ricky Ray,18,12,Male
2614,Maurice Garcia,15,10,Male
2615,Michael Mitchell,15,10,Male
2616,Katherine Chavez,17,12,Female
2617,John Anderson,15,10,Male
2618,Breanna Jennings,16,10,Female
2619,Hector Harris Jr.,16,10,Male
2620,Ashley Black MD,15,9,Female
2621,Matthew Harding PhD,17,12,Male
2622,John Watson,17,12,Male
2623,Kathleen Evans,17,12,Female
2624,Rachel Dodson,18,12,Female
2625,Kayla Lee,14,9,Female
2626,Denise Hunter,15,10,Female
2627,Jacob Jenkins,16,10,Male
2628,Amanda Hansen,14,9,Female
2629,John Richards,18,12,Male
2630,William Webb,14,9,Male
2631,Pamela Berry,15,10,Female
2632,Alexis Powell,16,11,Female
2633,Edward Fisher,16,10,Male
2634,Mr. Donald Johnson,17,12,Male
2635,Michelle Garrett,18,12,Female
2636,Darren Gonzalez MD,16,10,Male
2637,Robert Johnson,15,9,Male
2638,Isaac Novak,17,11,Male
2639,Heather Green,15,9,Female
2640,Cassandra White,18,12,Female
2641,Christopher Rodriguez,17,11,Male
2642,Jason Brooks,17,12,Male
2643,Janice Williams,15,10,Female
2644,Jennifer Riley,16,11,Female
2645,Michael Fox,16,11,Male
2646,Laurie Cameron,16,10,Female
2647,Kathryn Adams,18,12,Female
2648,Christopher Knapp,17,12,Male
2649,Robert Brady,17,12,Male
2650,Suzanne Gibson,17,12,Female
2651,Michele Jordan,16,10,Female
2652,Rodney Taylor,17,12,Male
2653,Vickie Joseph,15,10,Female
2654,Allison Hanna,18,12,Female
2655,Angela Mitchell,18,12,Female
2656,Brittany Knight,18,12,Female
2657,Wayne Fischer,16,11,Male
2658,Sarah Dunn,17,11,Female
2659,Tim Sanders,17,12,Male
2660,Tracy Davis,14,9,Female
2661,Hector Wright,15,9,Male
2662,Jamie Parker,18,12,Female
2663,Anthony Jackson,14,9,Male
2664,Clifford Johnson,18,12,Male
2665,Derrick Rice,15,10,Male
2666,Scott Hawkins,16,10,Male
2667,Glenda Martin,16,10,Female
2668,Donald Mckay,18,12,Male
2669,Megan Serrano,16,11,Female
2670,Brandy Cooper,16,10,Female
2671,Ronald Nguyen,15,9,Male
2672,Katrina Martinez,15,9,Female
2673,Nicolas Coleman,16,10,Male
2674,Regina Villa,15,10,Female
2675,Brandon Herman,17,11,Male
2676,Morgan Orr,15,10,Female
2677,Patricia Ramirez,15,9,Female
2678,William Evans,16,11,Male
2679,Jonathan Lopez,18,12,Male
2680,Ralph Moore,16,10,Male
2681,Sarah Friedman,16,10,Female
2682,Karen Oconnor,16,10,Female
2683,Carl Burke,17,12,Male
2684,Michael Hardy,15,9,Male
2685,William Weaver,18,12,Male
2686,Christina Marsh MD,17,12,Female
2687,Angela Smith,15,9,Female
2688,Brian Rich,16,11,Male
2689,Michele Thomas,16,10,Female
2690,Colleen Castro,17,12,Female
2691,Jacob Harris,15,10,Male
2692,Jaclyn Young,16,10,Female
2693,Tammy Harrington,17,11,Female
2694,Joy Flores,14,9,Female
2695,Ann Anderson,18,12,Female
2696,Melissa Edwards,15,9,Female
2697,Howard Camacho,14,9,Male
2698,Rodney Cochran,16,11,Male
2699,John Blake,15,10,Male
2700,Jennifer Mills,16,10,Female
2701,Terry Eaton,17,12,Male
2702,Brandon Williams,17,12,Male
2703,Jacob Gallagher,17,11,Male
2704,John Davidson,18,12,Male
2705,Jocelyn Esparza,15,10,Female
2706,Nicholas Lee,14,9,Male
2707,Ronald Solis,14,9,Male
2708,Chris Edwards,17,12,Male
2709,Amy Jensen,14,9,Female
2710,Jeffrey White,15,10,Male
2711,Nicole Ayala,17,11,Female
2712,Theresa Vaughan MD,17,12,Female
2713,Justin Marshall,16,10,Male
2714,Abigail Garcia,17,11,Female
2715,Nancy Hayden,14,9,Female
2716,Cassie Cohen,16,11,Female
2717,Chad Hernandez,17,12,Male
2718,Rita Fernandez,15,9,Female
2719,Robert Nicholson,15,9,Male
2720,James Morrison,14,9,Male
2721,Ellen Frost,14,9,Female
2722,Bridget Fisher,15,9,Female
2723,Jade Woods,15,10,Female
2724,Lisa Bennett,15,10,Female
2725,Andrea Turner,15,9,Female
2726,Jeffery Webster,16,11,Male
2727,Tyler Curry,16,10,Male
2728,Michael Mendez,17,12,Male
2729,Kaylee Hunt,14,9,Female
2730,Tracie Lewis,14,9,Female
2731,Keith Cross,18,12,Male
2732,Anthony Stevens,16,10,Male
2733,Michelle Hicks,17,11,Female
2734,Andrea Snyder,17,11,Female
2735,Roberta Blake,15,10,Female
2736,Alicia Brewer,16,11,Female
2737,Anna Castaneda,17,11,Female
2738,Yesenia Espinoza,14,9,Female
2739,Jennifer Harper,14,9,Female
2740,Melissa Doyle DVM,16,10,Female
2741,Charles Wright,14,9,Male
2742,Elizabeth Gilbert,17,11,Female
2743,David Lee,14,9,Male
2744,Makayla Macias,15,9,Female
2745,Vanessa Callahan,17,12,Female
2746,Thomas Lang,17,11,Male
2747,Carolyn Wilkinson,15,10,Female
2748,Tamara Martin,14,9,Female
2749,Stacy Fuller,16,11,Female
2750,Lynn Rogers,14,9,Female
2751,Allison Bryan,14,9,Female
2752,Ryan Martinez,18,12,Male
2753,Elizabeth King,16,11,Female
2754,Jesus Reeves,17,11,Male
2755,Christine Ross,16,10,Female
2756,Matthew Winters,16,11,Male
2757,James Hall,17,11,Male
2758,Anthony Novak,15,9,Male
2759,Yvonne Hobbs,17,11,Female
2760,Lydia Woods,15,10,Female
2761,Christopher Cantu,14,9,Male
2762,Virginia Wilson MD,16,11,Female
2763,Kenneth Erickson,14,9,Male
2764,Gary Fuller,17,12,Male
2765,Steven Gonzalez,17,12,Male
2766,William Braun,14,9,Male
2767,Phillip Lowery,14,9,Male
2768,Stephanie Craig,16,10,Female
2769,Chloe Woods,15,10,Female
2770,Joseph Shea,16,11,Male
2771,Gabriel Singleton,16,10,Male
2772,David Soto,16,11,Male
2773,Matthew Brown,14,9,Male
2774,Benjamin Martinez,14,9,Male
2775,Sharon Williams DDS,18,12,Female
2776,Cindy Gomez,17,12,Female
2777,Lauren Vazquez,16,11,Female
2778,Richard Hutchinson,17,12,Male
2779,Yolanda Medina,18,12,Female
2780,Sarah Molina,15,9,Female
2781,Jamie Gallagher,17,12,Female
2782,Jenna Wilson,15,10,Female
2783,Mrs. Sherry Schaefer DDS,14,9,Female
2784,Adam Evans,16,10,Male
2785,Andrew Miller,15,9,Male
2786,Sarah Smith,17,12,Female
2787,Jonathon Clark,16,10,Male
2788,Amy Sanders,15,10,Female
2789,Matthew Davis,14,9,Male
2790,Madison Rodriguez,15,10,Female
2791,Thomas Walker,14,9,Male
2792,Jennifer Mann,17,11,Female
2793,Teresa Lam,17,12,Female
2794,Heather Allen,17,11,Female
2795,Eileen Nicholson,14,9,Female
2796,Frances Aguilar,15,9,Female
2797,Laura Mosley,17,11,Female
2798,Sarah Logan,17,11,Female
2799,Carrie Jackson,15,10,Female
2800,Brian James,17,12,Male
2801,Lisa Terrell,18,12,Female
2802,Juan Rogers,18,12,Male
2803,Angela Ross,15,10,Female
2804,Gerald Thomas,17,12,Male
2805,James Cooke,14,9,Male
2806,Kenneth Duke,15,9,Male
2807,Tyler Foster,17,11,Male
2808,John Smith,15,9,Male
2809,Stacy Hayes,16,11,Female
2810,Timothy Mills,17,11,Male
2811,Jonathan Thompson,17,12,Male
2812,Holly Daugherty,15,10,Female
2813,Debbie Moore,15,10,Female
2814,Megan Anderson,15,9,Female
2815,Adam Ellis,14,9,Male
2816,David Wilcox,17,11,Male
2817,Michael Blair,17,11,Male
2818,Michael Wiggins,18,12,Male
2819,Tracy Curry,17,12,Female
2820,Kendra Davis,18,12,Female
2821,Stephanie Wilson,17,12,Female
2822,Michele Thomas,15,9,Female
2823,Amy Nolan,17,12,Female
2824,Justin Mitchell,16,10,Male
2825,Timothy Barnes,14,9,Male
2826,Jennifer Miller,15,10,Female
2827,Priscilla Franco,17,11,Female
2828,Natalie Moore,16,11,Female
2829,Allen May,15,10,Male
2830,Dylan Smith,14,9,Male
2831,Jon Tapia,18,12,Male
2832,Rhonda Stevenson,16,11,Female
2833,Janet Bean,17,11,Female
2834,Amanda Reilly,16,10,Female
2835,Sarah Munoz,16,11,Female
2836,Erin Foster,17,12,Female
2837,Daniel Nguyen,16,11,Male
2838,Dr. Amy Smith,16,11,Female
2839,Katie Wood,16,10,Female
2840,Joseph Garcia,15,9,Male
2841,Wanda Riley,15,9,Female
2842,Kelly Buckley,17,11,Male
2843,Michael Hamilton,16,10,Male
2844,Michael Barrett,15,9,Male
2845,Jessica Jordan,17,11,Female
2846,Steven Martin,15,10,Male
2847,Michael Ryan,14,9,Male
2848,Dawn Gutierrez,16,10,Female
2849,Gregory Williams,17,12,Male
2850,William Hill,15,10,Male
2851,Andrea Kelly,17,11,Female
2852,William Ferguson,14,9,Male
2853,Daniel Pearson,14,9,Male
2854,Edward Spence,17,11,Male
2855,Shannon Parker,16,10,Female
2856,Travis Robinson,18,12,Male
2857,Thomas Cook,14,9,Male
2858,Angela Martin,18,12,Female
2859,Kristina Duncan,18,12,Female
2860,Crystal Smith,14,9,Female
2861,Hannah Kim,16,10,Female
2862,John Young,17,11,Male
2863,Barbara Garcia,17,11,Female
2864,Zachary Hill II,15,10,Male
2865,Becky Marsh,16,11,Female
2866,Steven Fields,17,11,Male
2867,Samuel Ellis,17,12,Male
2868,Brian Francis,16,11,Male
2869,James Robinson,14,9,Male
2870,Gordon King,17,12,Male
2871,Lawrence Lara,15,9,Male
2872,Victoria Collins,15,10,Female
2873,Ernest Ali,17,12,Male
2874,Douglas Brown,17,11,Male
2875,Kristine Carpenter,14,9,Female
2876,Lindsay Palmer,17,11,Female
2877,Andrew Ramos,15,9,Male
2878,Mr. Charles Soto,18,12,Male
2879,Joseph Martinez,18,12,Male
2880,Scott Morgan Jr.,16,10,Male
2881,Heather Molina,18,12,Female
2882,Anna Ritter,16,10,Female
2883,Daniel Williams,15,9,Male
2884,Sheila Murphy,15,10,Female
2885,Patricia Nelson,16,10,Female
2886,Marcus Anderson,15,10,Male
2887,Margaret Myers,14,9,Female
2888,Jose Davis,17,12,Male
2889,Douglas Davenport,15,9,Male
2890,Laura White,17,11,Female
2891,Nicole Richard,15,9,Female
2892,Katherine Mata,15,10,Female
2893,Juan Nichols,17,12,Male
2894,Crystal Scott,18,12,Female
2895,William Stewart II,14,9,Male
2896,Ian Pena,18,12,Male
2897,Kelly Rios,16,10,Female
2898,Scott Clark,16,10,Male
2899,Clifford Johnson,15,10,Male
2900,Kaitlyn Hudson,16,11,Female
2901,Sara Duran,14,9,Female
2902,Lisa Tapia,17,12,Female
2903,Wanda Jones,17,12,Female
2904,Henry Davis,18,12,Male
2905,Richard Spencer,16,11,Male
2906,Deborah Miller,15,9,Female
2907,Catherine Baker,17,12,Female
2908,Leslie Price,15,9,Female
2909,Marvin Hicks,17,11,Male
2910,Renee Soto,14,9,Female
2911,David Norman,16,11,Male
2912,Matthew Smith,16,10,Male
2913,Valerie Smith,16,11,Female
2914,Kelly Chapman,17,11,Female
2915,Robert Mata,17,11,Male
2916,James Rosario,14,9,Male
2917,Diane Fischer,18,12,Female
2918,Michael Davis,17,11,Male
2919,Katherine Davidson,15,9,Female
2920,Rebecca Sutton,16,11,Female
2921,Clayton Rivera,15,10,Male
2922,John Barker,14,9,Male
2923,Daniel Kramer,16,11,Male
2924,Hunter Burch,15,10,Male
2925,Amy Abbott,16,10,Female
2926,Brian Peck,16,10,Male
2927,Nathan Hubbard,14,9,Male
2928,Dana Molina,17,11,Female
2929,Emily Ramirez,15,9,Female
2930,John Potts,15,10,Male
2931,Gina Best,15,10,Female
2932,Jenna Cochran,14,9,Female
2933,James Gonzalez,16,11,Male
2934,Lisa Stone,17,11,Female
2935,Angela Hubbard,17,11,Female
2936,James Johnson,15,9,Male
2937,Gary Thornton,16,11,Male
2938,Corey Jimenez,15,9,Male
2939,Sarah Molina,18,12,Female
2940,Christopher Romero,17,11,Male
2941,Sarah Chapman,14,9,Female
2942,Amy Owens,15,10,Female
2943,Matthew Perry,15,9,Male
2944,Elizabeth Thomas,18,12,Female
2945,Kelly Harrell,15,9,Female
2946,Amber Hunter,17,12,Female
2947,Gary Anderson,17,12,Male
2948,Billy Garcia,17,11,Male
2949,George Miller,15,9,Male
2950,Craig Russell,16,11,Male
2951,Sarah Williams,15,9,Female
2952,William Patterson,16,10,Male
2953,Dawn Mercado,15,9,Female
2954,Mrs. Ashley Campos,17,11,Female
2955,Gregory Harper,17,11,Male
2956,Jose Hawkins,14,9,Male
2957,Jennifer Wilkins,18,12,Female
2958,Kristen Stanton,16,11,Female
2959,Sarah Myers,17,11,Female
2960,Janet Nelson,14,9,Female
2961,William Guzman,18,12,Male
2962,Kristina Oneill,16,10,Female
2963,Bobby Robbins,14,9,Male
2964,Heather Diaz,17,12,Female
2965,Isabella Henry,17,12,Female
2966,Susan Tate,15,10,Female
2967,Denise Miles,15,9,Female
2968,Phillip Navarro,15,9,Male
2969,Mitchell Johnson,18,12,Male
2970,Thomas Kim,17,11,Male
2971,Kelly Young,15,10,Female
2972,Robert Stephens,16,11,Male
2973,Jennifer Brown,18,12,Female
2974,Austin Knight,17,11,Male
2975,John Decker,15,10,Male
2976,Samuel Richardson,17,11,Male
2977,Charles Meadows,17,11,Male
2978,Rebekah Bowen,18,12,Female
2979,Steven Santiago,17,11,Male
2980,Jodi Garner,17,12,Female
2981,Christopher Marsh,17,11,Male
2982,Taylor Villarreal,14,9,Female
2983,Erik Randall,17,12,Male
2984,Ryan Hansen,15,10,Male
2985,Peter Shaffer,15,10,Male
2986,Benjamin Joseph,14,9,Male
2987,Tyler Ingram,14,9,Male
2988,Christine Martin,17,12,Female
2989,George Johnson,16,11,Male
2990,Derek Morrison,15,9,Male
2991,Sarah Aguirre,16,10,Female
2992,Mitchell Wilson,14,9,Male
2993,Brad Kennedy,16,10,Male
2994,Laura Smith,16,11,Female
2995,Michelle Stevenson,15,10,Female
2996,William Schneider,17,12,Male
2997,Natalie Cisneros,14,9,Female
2998,Brett Murray,16,11,Male
2999,Tammy Jones,16,10,Female
3000,John Mitchell,15,9,Male
3001,Luis Diaz,16,10,Male
3002,Kimberly Hicks,15,9,Female
3003,Christopher Williams Jr.,17,12,Male
3004,Nicholas Harrington,17,11,Male
3005,Christina Holmes,17,12,Female
3006,Elizabeth Parsons,16,10,Female
3007,Brian Nichols,15,9,Male
3008,Michelle Escobar,16,11,Female
3009,Paul Craig,16,11,Male
3010,Jill Castillo,16,11,Female
3011,Carol Padilla,15,9,Female
3012,Michael Keller,15,9,Male
3013,Alexandria Romero,15,9,Female
3014,Sarah Pratt,16,11,Female
3015,Mark Lee,16,11,Male
3016,Debbie Pratt,17,12,Female
3017,Meghan Nelson,14,9,Female
3018,Michael Patrick,17,11,Male
3019,Michael Roberts,16,10,Male
3020,Christopher King,18,12,Male
3021,Donald Whitney,15,10,Male
3022,Nathaniel White,15,9,Male
3023,Tonya Fox,16,10,Female
3024,Logan Salas,17,11,Male
3025,Philip Strickland,15,10,Male
3026,Kevin Ball,18,12,Male
3027,Michael Howard,15,9,Male
3028,Anthony Flowers,16,11,Male
3029,Richard Hernandez,16,10,Male
3030,Darrell Obrien,14,9,Male
3031,Robert Mcgee,18,12,Male
3032,Laurie Johnson,14,9,Female
3033,Rachel Myers,16,10,Female
3034,Theresa Larsen,16,11,Female
3035,Brian Wolf,15,9,Male
3036,Matthew Wu Jr.,16,10,Male
3037,Joshua Mills,18,12,Male
3038,Gilbert Davis,16,10,Male
3039,Mark Cunningham,14,9,Male
3040,Edwin Greer,14,9,Male
